Name,Synonyms,SMILES
"6-Amino-2-oxo-1,2-dihydropyridine-4-carboxylic acid","6313-53-7|6-amino-2-oxo-1,2-dihydropyridine-4-carboxylic acid|NSC40137|SCHEMBL6844134|DTXSID40284983|NSC-40137|AB76516|2-AMINO-6-HYDROXYISONICOTINIC ACID",C1=C(C=C(NC1=O)N)C(=O)O
"Ethyl 3,5-dimethyl-4-oxo-1,4-dihydropyridine-2-carboxylate","187222-16-8|Ethyl 3,5-dimethyl-4-oxo-1,4-dihydropyridine-2-carboxylate|starbld0017110|2-Ethoxycarbonyl-3,5-dimethyl-4(1H) -pyridone|SCHEMBL8909172|DUWWRIMLALRWNL-UHFFFAOYSA-N",CCOC(=O)C1=C(C(=O)C(=CN1)C)C
"5-Ethyl-4,6-dimethylpyridin-2(1H)-one","76621-36-8|5-ethyl-4,6-dimethyl-2(1H)-Pyridinone|5-Ethyl-4,6-dimethylpyridin-2(1H)-one|SCHEMBL9846130|DTXSID80503569|DB-317663",CCC1=C(NC(=O)C=C1C)C
"4-Oxo-1,4-dihydropyridine-3-carbohydrazide","76766-77-3|4-Oxo-1,4-dihydropyridine-3-carbohydrazide|SCHEMBL15713099|3-Pyridinecarboxylicacid, 1,4-dihydro-4-oxo-, hydrazide|DTXSID40503601",C1=CNC=C(C1=O)C(=O)NN
"4-Oxo-1,4-dihydropyridine-3-carbonyl chloride","51727-03-8|4-hydroxynicotinoyl chloride|SCHEMBL11590329|DTXSID70612790|HXDFIFKXAVCLJS-UHFFFAOYSA-N|DB-113336|4-Oxo-1,4-dihydropyridine-3-carbonyl chloride",C1=CNC=C(C1=O)C(=O)Cl
2-Hydroxy-6-methoxynicotinaldehyde,"202185-90-8|2-HYDROXY-6-METHOXYNICOTINALDEHYDE|SCHEMBL7413638|WAZMCKCGYSOBJV-UHFFFAOYSA-N|2-Hydroxy-6-methoxy-nicotinaldehyde|AB84537|6-Methoxy-2-oxo-1,2-dihydropyridine-3-carbaldehyde|3-Pyridinecarboxaldehyde,1,2-dihydro-6-methoxy-2-oxo-(9ci)",COC1=CC=C(C(=O)N1)C=O
3-Propanamidopyridine-2-carboxylic acid,"400722-99-8|2-Pyridinecarboxylicacid, 3-[(1-oxopropyl)amino]-|SCHEMBL9295845|DTXSID60666444|3-Propanamidopyridine-2-carboxylic acid|DB-271066|2-Pyridinecarboxylic acid, 3-[(1-oxopropyl)amino]-",CCC(=O)NC1=C(N=CC=C1)C(=O)O
4-(2-hydroxyethyl)-3-Pyridinecarbonitrile,858119-54-7|4-(2-hydroxyethyl)-3-Pyridinecarbonitrile|4-(2-Hydroxyethyl)nicotinonitrile|SCHEMBL798353|OPUJRHFYIBQXDW-UHFFFAOYSA-N|4-(2-hydroxy-ethyl)-nicotinonitrile|DB-331564,C1=CN=CC(=C1CCO)C#N
"Isopropyl 2-oxo-1,2-dihydropyridine-3-carboxylate","1315560-26-9|isopropyl 2-oxo-1,2-dihydropyridine-3-carboxylate|starbld0035483|Isopropyl 2-hydroxynicotinate|propan-2-yl 2-oxo-1,2-dihydropyridine-3-carboxylate|SCHEMBL2224364|SCHEMBL14632936|DLNSPIKCRMWPIE-UHFFFAOYSA-N|AKOS017265349|DA-33486|1-Methylethyl 2-oxo-1,2-dihydro-3-pyridinecarboxylate",CC(C)OC(=O)C1=CC=CNC1=O
"2-Ethyl-6-oxo-1,6-dihydropyridine-3-carbonitrile","1150103-21-1|2-ethyl-6-oxo-1,6-dihydropyridine-3-carbonitrile|SCHEMBL3812728|DA-26226",CCC1=C(C=CC(=O)N1)C#N
"5'-Methyl-[2,2'-bipyridine]-5-carbaldehyde","117571-61-6|5'-Methyl-[2,2'-bipyridine]-5-carbaldehyde|DTXSID90766825|5-formyl-5'-methyl-2,2'-bipyridine|5'-Methyl[2,2'-bipyridine]-5-carbaldehyde",CC1=CN=C(C=C1)C2=NC=C(C=C2)C=O
"N-(2-Oxo-1,2-dihydropyridin-3-yl)nitramide","142010-52-4|N-(2-Oxo-1,2-dihydropyridin-3-yl)nitramide|DTXSID60770570",C1=CNC(=O)C(=C1)N[N+](=O)[O-]
6-Hydroxy-4-methylpicolinonitrile,"1196152-42-7|6-HYDROXY-4-METHYLPICOLINONITRILE|6-HYDROXY-4-METHYLPYRIDINE-2-CARBONITRILE|DTXSID501232659|AB65668|1,6-Dihydro-4-methyl-6-oxo-2-pyridinecarbonitrile",CC1=CC(=O)NC(=C1)C#N
1-(5-Chloro-2-hydroxypyridin-3-YL)ethanone,1260663-14-6|1-(5-CHLORO-2-HYDROXYPYRIDIN-3-YL)ETHANONE|3-Acetyl-5-chloro-2(1H)-pyridinone|3-Acetyl-5-chloropyridin-2(1H)-one|SCHEMBL25023618|DTXSID001298496|AB72636|AT20998|DB-378635|1-(5-CHLORO-2-HYDROXYPYRIDIN-3-YL)ETHAN-1-ONE,CC(=O)C1=CC(=CNC1=O)Cl
"3-Chloro-6-oxo-1,6-dihydropyridine-2-carboxamide","3-Chloro-6-oxo-1,6-dihydropyridine-2-carboxamide|1823895-72-2|3-Chloro-6-hydroxypicolinamide|AKOS024259308",C1=CC(=O)NC(=C1Cl)C(=O)N
"2-(6-Oxo-1,6-dihydropyridin-3-yl)acetonitrile","1227607-21-7|2-(6-Oxo-1,6-dihydropyridin-3-yl)acetonitrile|SCHEMBL15660165|NJBGQHHZJMWHKT-UHFFFAOYSA-N|1,6-Dihydro-6-oxo-3-pyridineacetonitrile|DB-421212",C1=CC(=O)NC=C1CC#N
4-Ethyl-2-hydroxy-6-methylpyridine,50549-37-6|4-Ethyl-2-hydroxy-6-methylpyridine|SCHEMBL15782178|DTXSID301300389|4-Ethyl-6-methyl-2(1H)-pyridinone|DA-39420,CCC1=CC(=O)NC(=C1)C
"5-Chloro-4-oxo-1,4-dihydropyridine-3-carbonitrile","1708250-63-8|5-Chloro-4-oxo-1,4-dihydropyridine-3-carbonitrile",C1=C(C(=O)C(=CN1)Cl)C#N
5-Bromo-2-hydroxyisonicotinonitrile,"1805594-95-9|5-Bromo-2-oxo-1,2-dihydropyridine-4-carbonitrile|5-Bromo-2-hydroxyisonicotinonitrile|SCHEMBL20157281|SCHEMBL21333275|DB-397989|5-Bromo-1,2-dihydro-2-oxo-4-pyridinecarbonitrile",C1=C(C(=CNC1=O)Br)C#N
(E)-3-(6-Hydroxypyridin-3-YL)acrylic acid,"(E)-3-(6-HYDROXYPYRIDIN-3-YL)ACRYLIC ACID|1613049-82-3|SCHEMBL9836726|SCHEMBL19304044|AKOS006277230|EN300-1457110|(2E)-3-(6-oxo-1,6-dihydropyridin-3-yl)prop-2-enoic acid",C1=CC(=O)NC=C1/C=C/C(=O)O
"2-([4,4'-Bipyridin]-2-yl)acetonitrile","2-([4,4'-Bipyridin]-2-yl)acetonitrile|1227494-52-1",C1=CN=CC=C1C2=CC(=NC=C2)CC#N
2-(tert-Butoxy)-5-fluoropyridin-3-amine,2-(tert-Butoxy)-5-fluoropyridin-3-amine|1936290-28-6|EN300-1295426,CC(C)(C)OC1=C(C=C(C=N1)F)N
3-Propylpyridin-4-ol,3-propylpyridin-4-ol|2169347-35-5|3-Propyl-4-pyridinol|SCHEMBL21466964|DB-411256|EN300-1270043,CCCC1=CNC=CC1=O
3-(Methylamino)isonicotinonitrile,3-(methylamino)isonicotinonitrile|847666-22-2|AKOS006378827,CNC1=C(C=CN=C1)C#N
2-Amino-4-(trifluoromethyl)nicotinonitrile,2-Amino-4-(trifluoromethyl)nicotinonitrile|1807004-67-6|WBLUJGACEUHHJS-UHFFFAOYSA-N,C1=CN=C(C(=C1C(F)(F)F)C#N)N
6-Amino-5-(trifluoromethyl)nicotinaldehyde,6-Amino-5-(trifluoromethyl)nicotinaldehyde|1289104-98-8,C1=C(C=NC(=C1C(F)(F)F)N)C=O
"2,5-Dihydroxy-4,6-dimethylnicotinonitrile","2,5-Dihydroxy-4,6-dimethylnicotinonitrile|39215-36-6|SCHEMBL21686185|SY352611",CC1=C(C(=O)NC(=C1O)C)C#N
6-(Dimethoxymethyl)picolinic acid,6-(dimethoxymethyl)picolinic acid|118130-86-2|SCHEMBL6831104|DB-383015|6-(Dimethoxymethyl)-2-pyridinecarboxylic acid,COC(C1=NC(=CC=C1)C(=O)O)OC
3-(3-Pyridinylamino)benzaldehyde,3-(3-Pyridinylamino)benzaldehyde|628311-21-7|SCHEMBL2534134|DTXSID501301226|DB-135497,C1=CC(=CC(=C1)NC2=CN=CC=C2)C=O
2-Chloro-4-hydroxynicotinic acid,2-Chloro-4-hydroxynicotinic acid|142266-65-7|SCHEMBL9704180,C1=CNC(=C(C1=O)C(=O)O)Cl
Methyl 4-(chloromethyl)nicotinate,methyl 4-(chloromethyl)nicotinate|SCHEMBL4317587|DTXSID001251327|Methyl 4-(chloromethyl)-3-pyridinecarboxylate|1159883-17-6,COC(=O)C1=C(C=CN=C1)CCl
6-Fluoro-4-hydroxypicolinic acid,6-Fluoro-4-hydroxypicolinic acid|1393552-06-1|AB79240|6-FLUORO-4-HYDROXYPYRIDINE-2-CARBOXYLIC ACID,C1=C(NC(=CC1=O)F)C(=O)O
2-Hydroxy-N-(prop-2-yn-1-yl)nicotinamide,2-Hydroxy-N-(prop-2-yn-1-yl)nicotinamide|1209306-34-2|SCHEMBL19723122|AKOS009092461|CS-0290026|Z188797678,C#CCNC(=O)C1=CC=CNC1=O
3-Chloro-2-hydroxyisonicotinaldehyde,3-CHLORO-2-HYDROXYISONICOTINALDEHYDE|1227584-03-3|SCHEMBL19139612|AB70959,C1=CNC(=O)C(=C1C=O)Cl
2-Fluoro-6-hydroxyisonicotinic acid,2-FLUORO-6-HYDROXYISONICOTINIC ACID|1227580-37-1|AB71296,C1=C(C=C(NC1=O)F)C(=O)O
2-Hydroxy-6-methylisonicotinaldehyde,"2-HYDROXY-6-METHYLISONICOTINALDEHYDE|1227575-66-7|AB71363|6-Methyl-2-oxo-1,2-dihydropyridine-4-carbaldehyde",CC1=CC(=CC(=O)N1)C=O
6-Fluoro-4-hydroxypyridine-2-carbaldehyde,6-Fluoro-4-hydroxypicolinaldehyde|1289073-57-9|6-FLUORO-4-HYDROXYPYRIDINE-2-CARBALDEHYDE|AB78862,C1=C(NC(=CC1=O)F)C=O
4-Fluoro-6-hydroxypicolinaldehyde,"4-Fluoro-6-hydroxypicolinaldehyde|1239351-96-2|AB79005|4-FLUORO-6-HYDROXYPYRIDINE-2-CARBALDEHYDE|4-fluoro-6-oxo-1,6-dihydropyridine-2-carbaldehyde",C1=C(C=C(NC1=O)C=O)F
2-Chloro-6-hydroxynicotinaldehyde,"2-Chloro-6-hydroxynicotinaldehyde|1227592-84-8|SCHEMBL18872745|DTXSID101222644|2-Chloro-1,6-dihydro-6-oxo-3-pyridinecarboxaldehyde",C1=CC(=O)NC(=C1C=O)Cl
6-Amino-4-(2-methoxyethoxy)nicotinonitrile,6-amino-4-(2-methoxyethoxy)nicotinonitrile|1708974-09-7|SCHEMBL16668617|PJAYZQCDQDWOHK-UHFFFAOYSA-N|DB-186271|6-Amino-4-(2-methoxyethoxy)-3-pyridinecarbonitrile,COCCOC1=CC(=NC=C1C#N)N
5-Fluoro-4-hydroxynicotinaldehyde,5-Fluoro-4-hydroxynicotinaldehyde|1289068-72-9,C1=C(C(=O)C(=CN1)F)C=O
2-(3-Hydroxypyrrolidin-1-yl)nicotinonitrile,2-(3-hydroxypyrrolidin-1-yl)nicotinonitrile|870066-89-0|SCHEMBL3288371|AKOS012214643|DB-226568|2-(3-hydroxy-1-pyrrolidinyl)-3-pyridyl cyanide,C1CN(CC1O)C2=C(C=CC=N2)C#N
4-(2-Oxo-propyl)-nicotinic acid,4-(2-Oxo-propyl)-nicotinic acid|SCHEMBL2370442|CHBOYJJEQCWNLW-UHFFFAOYSA-N|1333401-95-8|DB-348575,CC(=O)CC1=C(C=NC=C1)C(=O)O
2-(Methoxymethyl)isonicotinic acid,2-(methoxymethyl)isonicotinic acid|1211591-55-7|SCHEMBL17820831|JDVQANJAVMUCDM-UHFFFAOYSA-N,COCC1=NC=CC(=C1)C(=O)O
Ethyl (4-pyridinylsulfanyl)acetate,Ethyl (4-pyridinylsulfanyl)acetate|56201-90-2|AAA59744|DB-230316,CCOC(=O)CSC1=CC=NC=C1
6-Mercapto-4-methylnicotinonitrile,6-Mercapto-4-methylnicotinonitrile|1355196-94-9|SCHEMBL20642285,CC1=CC(=S)NC=C1C#N
"2,2,2-Trifluoro-1-(2-hydroxypyridin-3-yl)ethan-1-one","2,2,2-trifluoro-1-(2-hydroxypyridin-3-yl)ethan-1-one|2354530-66-6|EN300-26870847|Z3582379956",C1=CNC(=O)C(=C1)C(=O)C(F)(F)F
Methyl 3-(2-cyanoethyl)picolinate,Methyl 3-(2-cyanoethyl)picolinate|SCHEMBL22331488|CS-0514305|2352865-77-9,COC(=O)C1=C(C=CC=N1)CCC#N
2-(Aminomethyl)nicotinamide,2-(AMINOMETHYL)NICOTINAMIDE|953899-23-5|SCHEMBL1937751,C1=CC(=C(N=C1)CN)C(=O)N
2-(Isopropylamino)-6-methylisonicotinic acid,2-(Isopropylamino)-6-methylisonicotinic acid|1062669-12-8|SCHEMBL1424851|PRLQONQTQIFBNE-UHFFFAOYSA-N|2-Isopropylamino-6-methyl-isonicotinic acid|DB-337779,CC1=CC(=CC(=N1)NC(C)C)C(=O)O
6-((Methylamino)methyl)nicotinonitrile,6-((METHYLAMINO)METHYL)NICOTINONITRILE|1060802-62-1|SCHEMBL6263230|AB67719|DB-414491|6-[(Methylamino)methyl]-3-pyridinecarbonitrile,CNCC1=NC=C(C=C1)C#N
5-((Methylamino)methyl)nicotinonitrile,5-((METHYLAMINO)METHYL)NICOTINONITRILE|1060802-63-2|SCHEMBL16619272|DTXSID601249566|AB67720|5-[(Methylamino)methyl]-3-pyridinecarbonitrile,CNCC1=CC(=CN=C1)C#N
4-Isobutylnicotinonitrile,4-Isobutylnicotinonitrile|1783633-96-4,CC(C)CC1=C(C=NC=C1)C#N
(6-Fluoro-4-hydroxypyridin-3-yl)boronic acid,(6-fluoro-4-hydroxypyridin-3-yl)boronic acid|2256708-87-7|CS-34042,B(C1=CNC(=CC1=O)F)(O)O
5-Guanidinonicotinic acid,5-Guanidinonicotinic acid|735253-08-4|SCHEMBL15456304,C1=C(C=NC=C1N=C(N)N)C(=O)O
6-Methyl-4-(methylamino)-3-nitropyridin-2(1H)-one,6-METHYL-4-(METHYLAMINO)-3-NITROPYRIDIN-2(1H)-ONE|1196152-98-3|AKOS006284036|AB43921,CC1=CC(=C(C(=O)N1)[N+](=O)[O-])NC
3-(aminomethyl)-4-(sec-butyl)-6-methylpyridin-2(1H)-one,3-(aminomethyl)-4-(sec-butyl)-6-methylpyridin-2(1H)-one|1346576-33-7|SCHEMBL2593361|SYJIGABLKMXEDC-UHFFFAOYSA-N|DB-378044|4-sec-butyl-3-(aminomethyl)-6-methylpyridin-2(1H)-one|3-(Aminomethyl)-6-methyl-4-(1-methylpropyl)-2(1H)-pyridinone,CCC(C)C1=C(C(=O)NC(=C1)C)CN
Methyl 4-hydroxy-2-methylnicotinate,"Methyl 4-hydroxy-2-methylnicotinate|1804137-57-2|Methyl 2-methyl-4-oxo-1,4-dihydropyridine-3-carboxylate|2636670-64-7|SCHEMBL23147259|DB-402038",CC1=C(C(=O)C=CN1)C(=O)OC
Methyl 3-fluoro-4-hydroxypicolinate,Methyl 3-fluoro-4-hydroxypicolinate|1804389-67-0,COC(=O)C1=C(C(=O)C=CN1)F
"2(1H)-Pyridinethione, 4-chloro-","4-chloropyridine-2-thiol|204996-08-7|2(1H)-Pyridinethione, 4-chloro-|SCHEMBL7063543|DB-268795|EN300-1984766",C1=CNC(=S)C=C1Cl
"[2,3'-Bipyridin]-5-OL","[2,3'-BIPYRIDIN]-5-OL|1748-06-7|AKOS015945020",C1=CC(=CN=C1)C2=NC=C(C=C2)O
6-Chloro-5-ethyl-4-hydroxypyridin-2(1H)-one,6-Chloro-5-ethyl-4-hydroxypyridin-2(1H)-one|19867-07-3|SCHEMBL14744698|QBDHQCNQDWWIRK-UHFFFAOYSA-N,CCC1=C(NC(=O)C=C1O)Cl
"8-Oxo-9-oxa-5-azabicyclo[4.3.0]nona-1,3,6-triene-7-carbonitrile","NSC339906|80465-07-2|8-oxo-9-oxa-5-azabicyclo[4.3.0]nona-1,3,6-triene-7-carbonitrile|DTXSID80319107|NSC-339906|DS-009285",C1=CC2=C(C(=C(O2)O)C#N)N=C1
5-Ethyl-6-hydroxy-4-methylpyridin-2(1h)-one,24316-50-5|5-ethyl-6-hydroxy-4-methylpyridin-2(1h)-one|NSC26144|SCHEMBL10485433|DTXSID40282500|NSC-26144,CCC1=C(NC(=O)C=C1C)O
"3-Pyridineacetaldehyde,a-oxo-,3-oxime","67475-16-5|3-Pyridineacetaldehyde,a-oxo-, 3-oxime|NSC409793|3-Pyridineacetaldehyde,a-oxo-,3-oxime|NSC-409793",C1=CC(=CN=C1)C(=O)/C=N/O
N-(2-chloroethyl)-3-pyridinecarboxamide,39262-24-3|N-(2-chloroethyl)-3-pyridinecarboxamide|SCHEMBL4869581|NIPIPZLKDRUXGB-UHFFFAOYSA-N|DTXSID201279567|ALBB-035742|AKOS010542045|DA-42546,C1=CC(=CN=C1)C(=O)NCCCl
"2-Pyridinecarboxylicacid,2-hydroxyethylester(9CI)","540741-84-2|2-Pyridinecarboxylicacid,2-hydroxyethylester(9CI)|SCHEMBL5410378|DTXSID50459741|2-Hydroxyethyl 2-pyridinecarboxylate|DB-228126",C1=CC=NC(=C1)C(=O)OCCO
"3,3'-Bipyridine, 1,1'-dioxide","2935-74-2|3,3'-Bipyridine, 1,1'-dioxide|SCHEMBL9716225|DTXSID00486143|[3,3'-Bipyridine]1,1'-dioxide|[3,3'-Bipyridine] 1,1'-dioxide",C1=CC(=C[N+](=C1)[O-])C2=C[N+](=CC=C2)[O-]
N-[6-(dimethylamino)-2-pyridinyl]acetamide,63763-87-1|N-[6-(dimethylamino)-2-pyridinyl]acetamide|SCHEMBL11456557|LWBCCNQNRSUHTC-UHFFFAOYSA-N|DTXSID801264702|N-(6-Dimethylamino-2-pyridyl)acetamide|DA-41837,CC(=O)NC1=NC(=CC=C1)N(C)C
2-Methyl-2-(2-pyridinyloxy)butanoic acid,605680-43-1|2-Methyl-2-(2-pyridinyloxy)butanoic acid|SCHEMBL3369844|IJVZMSVDEPSDHH-UHFFFAOYSA-N|2-(2-Pyridyloxy)-2-methylbutanoic Acid|DA-04494,CCC(C)(C(=O)O)OC1=CC=CC=N1
"5-Methyl-2-oxo-6-propyl-1,2-dihydropyridine-3-carbonitrile","363150-92-9|5-Methyl-2-oxo-6-propyl-1,2-dihydropyridine-3-carbonitrile|SCHEMBL7521074",CCCC1=C(C=C(C(=O)N1)C#N)C
5-Cyano-2-hydroxy-6-methylnicotinic acid,"50617-56-6|5-Cyano-2-hydroxy-6-methylnicotinic acid|5-cyano-6-methyl-2-oxo-1,2-dihydropyridine-3-carboxylic acid|SCHEMBL11489099|ZB1361|5-Cyano-2-hydroxy-6-methylnicotinicacid|DB-087258|N11879",CC1=C(C=C(C(=O)N1)C(=O)O)C#N
2-Chloro-3-fluoro-4-hydroxy-5-picoline,"884495-20-9|2-Chloro-3-fluoro-4-hydroxy-5-picoline|2-Chloro-3-fluoro-5-methyl-4-pyridinol|DTXSID701281838|AKOS006295370|4-Pyridinol, 2-chloro-3-fluoro-5-methyl-|DB-355559",CC1=CNC(=C(C1=O)F)Cl
(alphaR)-alpha-Hydroxypyridine-2-acetonitrile,"466686-66-8|(alphaR)-alpha-Hydroxypyridine-2-acetonitrile|AKOS006307683|2-Pyridineacetonitrile,alpha-hydroxy-,(alphar)-(9ci)",C1=CC=NC(=C1)[C@H](C#N)O
Ethyl 2-(3-amino-2-hydroxypyridin-4-YL)acetate,"1196154-99-0|ETHYL 2-(3-AMINO-2-HYDROXYPYRIDIN-4-YL)ACETATE|ETHYL 2-(3-AMINO-2-OXO-1,2-DIHYDROPYRIDIN-4-YL)ACETATE|AKOS006346523|AB63613",CCOC(=O)CC1=C(C(=O)NC=C1)N
5-Methoxypyridine-2-thiol,"5-methoxypyridine-2-thiol|1199806-25-1|SCHEMBL6777536|5-methoxy-1,2-dihydropyridine-2-thione|EN300-1853172",COC1=CNC(=S)C=C1
5-Chloro-4-fluoropyridin-2-OL,1227571-77-8|5-CHLORO-4-FLUOROPYRIDIN-2-OL|DTXSID401296092|5-Chloro-4-fluoro-2(1H)-pyridinone|AB71160,C1=C(C(=CNC1=O)Cl)F
6-Chloro-2-hydroxynicotinaldehyde,"1289172-35-5|6-CHLORO-2-HYDROXYNICOTINALDEHYDE|6-Chloro-2-oxo-1,2-dihydropyridine-3-carbaldehyde|SCHEMBL15228299|CKOYIJONPYOQKM-UHFFFAOYSA-N|AB84535",C1=C(C(=O)NC(=C1)Cl)C=O
"3-Amino-4-ethyl-1,2-dihydropyridin-2-one","34040-82-9|3-AMINO-4-ETHYL-1,2-DIHYDROPYRIDIN-2-ONE|AKOS022718815|DA-24290|EN300-1622626",CCC1=C(C(=O)NC=C1)N
3-Ethoxy-2-(2-pyridyloxy)propan-1-amine,1448713-03-8|3-Ethoxy-2-(2-pyridyloxy)propan-1-amine|SCHEMBL15140465|FOQBIMQAFAKLEX-UHFFFAOYSA-N|DA-23674,CCOCC(CN)OC1=CC=CC=N1
"1,6-dihydro-5-methoxy-6-oxo-2-Pyridinecarboxylic acid","112750-29-5|1,6-dihydro-5-methoxy-6-oxo-2-Pyridinecarboxylic acid|5-Methoxy-6-oxo-1,6-dihydropyridine-2-carboxylic acid|SCHEMBL14332793|DB-291138|5-Methoxy-6-oxo-1,6-dihydropyridine-2-carboxylicacid",COC1=CC=C(NC1=O)C(=O)O
6-Chloro-4-(isopropylamino)nicotinonitrile,1447226-65-4|6-chloro-4-(isopropylamino)nicotinonitrile|SCHEMBL15110312|GJDNQPIAPBAOMR-UHFFFAOYSA-N|DA-36291,CC(C)NC1=CC(=NC=C1C#N)Cl
4-Cyclopent-1-en-1-ylpyridine-2-amine,1450596-96-9|4-Cyclopent-1-en-1-ylpyridine-2-amine|SCHEMBL15464531|DEUNCTWJNSQQFK-UHFFFAOYSA-N|DA-23018,C1CC=C(C1)C2=CC(=NC=C2)N
3-Cyclohex-1-en-1-ylpyridin-2-amine,1450597-56-4|3-Cyclohex-1-en-1-ylpyridin-2-amine|SCHEMBL15465246|CYJHZKGYARMLKX-UHFFFAOYSA-N|DA-25494,C1CCC(=CC1)C2=C(N=CC=C2)N
4-Cyclohex-1-en-1-ylpyridin-2-amine,1450596-93-6|4-Cyclohex-1-en-1-ylpyridin-2-amine|SCHEMBL15465713|IBQJHJOJHYAWLU-UHFFFAOYSA-N|DA-23020,C1CCC(=CC1)C2=CC(=NC=C2)N
5-Chloro-3-hydroxy-6-methylpyridin-2(1H)-one,1436826-11-7|5-Chloro-3-hydroxy-6-methylpyridin-2(1H)-one|SCHEMBL16228565|DA-37528,CC1=C(C=C(C(=O)N1)O)Cl
2-Hydroxy-5-methylpyridine-4-boronic acid,"1225222-12-7|2-Hydroxy-5-methylpyridine-4-boronic acid|(5-methyl-2-oxo-1,2-dihydropyridin-4-yl)boronic acid|DB-197725|(2-Hydroxy-5-methylpyridin-4-yl)boronic acid|B-(1,2-dihydro-5-methyl-2-oxo-4-pyridinyl)boronic acid",B(C1=CC(=O)NC=C1C)(O)O
3-Isobutylpyridin-2-amine,3-Isobutylpyridin-2-amine|1417519-70-0|SCHEMBL10130647|3-(2-Methylpropyl)-2-pyridinamine|AKOS013405295|DB-150579,CC(C)CC1=C(N=CC=C1)N
5-Isobutylpyridin-2-amine,5-Isobutylpyridin-2-amine|1341593-51-8|SCHEMBL10130836|AKOS013203621,CC(C)CC1=CN=C(C=C1)N
6-ethyl-4-hydroxypyridin-2(1H)-one,6-ethyl-4-hydroxypyridin-2(1H)-one|17508-21-3|SCHEMBL9662963|AWNJDYBSAMGSGO-UHFFFAOYSA-N|6-ethyl-4-hydroxy-1-H-2pyridone|6-Ethyl-4-hydroxy-1H-2-pyridone,CCC1=CC(=CC(=O)N1)O
"3-(aminomethyl)-2,6-dimethylpyridin-4(1H)-one","3-(aminomethyl)-2,6-dimethylpyridin-4(1H)-one|1615203-04-7|3-(aminomethyl)-2,6-dimethylpyridin-4-ol|SCHEMBL15818859|DSVJWTLKEMQGEK-UHFFFAOYSA-N|MFCD31384919|AKOS019620368|AT34078|SY315370|DB-085804|1542359-18-1",CC1=CC(=O)C(=C(N1)C)CN
2-(Trifluoromethyl)isonicotinimidamide,2-(Trifluoromethyl)isonicotinimidamide|1256804-72-4|QIDYSCAFALMGSA-UHFFFAOYSA-N,C1=CN=C(C=C1C(=N)N)C(F)(F)F
3-Benzyl-5-methylpyridin-2(1H)-one,3-Benzyl-5-methylpyridin-2(1H)-one|434899-21-5|SCHEMBL4989590|PDPDWOYCCINGLV-UHFFFAOYSA-N,CC1=CNC(=O)C(=C1)CC2=CC=CC=C2
3-Benzyl-2-methylpyridin-4(1H)-one,3-Benzyl-2-methylpyridin-4(1H)-one|909867-71-6|SCHEMBL15324749|DTXSID40847739,CC1=C(C(=O)C=CN1)CC2=CC=CC=C2
"6-Aminopyridine-3,4-diol","6-Aminopyridine-3,4-diol|SCHEMBL10895825|2732745-57-0",C1=C(NC=C(C1=O)O)N
"3-(Chloromethyl)-4,6-dimethylpyridin-2(1H)-one","3-(Chloromethyl)-4,6-dimethylpyridin-2(1H)-one|1516424-86-4|SY313208",CC1=CC(=C(C(=O)N1)CCl)C
3-Chloro-4-fluoropyridin-2-OL,3-CHLORO-4-FLUOROPYRIDIN-2-OL|1227571-29-0|AB71146,C1=CNC(=O)C(=C1F)Cl
"4'-Methyl-[2,2'-bipyridin]-4-amine","4'-methyl-[2,2'-bipyridin]-4-amine|638353-65-8|SCHEMBL21386824",CC1=CC(=NC=C1)C2=NC=CC(=C2)N
"5-Methyl-3,4'-bipyridine","5-Methyl-3,4'-bipyridine|362478-91-9|SCHEMBL11690500",CC1=CC(=CN=C1)C2=CC=NC=C2
"5-Methyl-3,3'-bipyridine","5-Methyl-3,3'-bipyridine|78210-82-9|SCHEMBL12145552",CC1=CC(=CN=C1)C2=CN=CC=C2
6-(Isopropyl(methyl)amino)nicotinic acid,6-(Isopropyl(methyl)amino)nicotinic acid|SCHEMBL2815194|COAVKIGTVFJJPH-UHFFFAOYSA-N|AKOS000214099|1019375-59-7|DB-317893,CC(C)N(C)C1=NC=C(C=C1)C(=O)O
"N',2-dihydroxypyridine-4-carboximidamide","N',2-dihydroxypyridine-4-carboximidamide|939999-66-3|SCHEMBL872464|AKOS009346007|AKOS026745972|N-Hydroxy-2-oxo-1,2-dihydropyridine-4-carboximidamide|F8886-4772",C1=CNC(=O)C=C1/C(=N/O)/N
4-Hydroxy-2-methylnicotinaldehyde,4-HYDROXY-2-METHYLNICOTINALDEHYDE|1289218-00-3|SCHEMBL20341187|AB84477,CC1=C(C(=O)C=CN1)C=O
"3-Pyridinecarboxamide, N-((2-methylhydrazino)methyl)-","3-Pyridinecarboxamide, N-((2-methylhydrazino)methyl)-|55764-61-9|3-Pyridinecarboxamide, N-[(2-methylhydrazino)methyl]-|N-((2-Methylhydrazino)methyl)-3-pyridinecarboxamide|2EC6SE996S|DTXSID60204325|N-[(2-Methylhydrazinyl)methyl]-3-pyridinecarboxamide|3-Pyridinecarboxamide, N-[(2-methylhydrazinyl)methyl]-",CNNCNC(=O)C1=CN=CC=C1
"5-Amino-1-(2-fluoroethyl)-1,2-dihydropyridin-2-one","5-amino-1-(2-fluoroethyl)-1,2-dihydropyridin-2-one|1536644-88-8|AKOS019262180|EN300-783221",C1=CC(=O)N(C=C1N)CCF
